GeneName	Prime3	Prime5
g1677	686	7539
g1678	7539	393
g1679	393	3133
g1680	3133	5285
g1681	5285	1939
g1682	1939	4619
g1683	4619	1833
g1684	1833	35
g1685	35	1536
g1686	1536	74
g1687	74	620
g1688	620	2548
g1689	2548	22269
g1690	22269	31
g1691	31	57
g1692	57	297
g1693	297	166
g1694	166	42
g1695	42	137
g1696	137	809
g1697	809	20699
g1698	20699	43
g1699	43	None
g1700	None	3485
g1701	3485	539
g1702	539	632
g1703	632	204
g1704	204	473
g1705	473	820
g1706	820	77
g1707	77	74
g1708	74	131
g1709	131	343
g1710	343	104
g1711	104	135
g1712	135	367
g1713	367	2846
g1714	2846	7973
g1715	7973	5758
g1716	5758	13141
g1717	13141	13120
g1718	13120	4736
g1719	4736	1811
g1720	1811	3616
g1721	3616	3033
g1722	3033	88
g1723	88	1268
g1724	1268	3986
g1725	3986	4399
g1726	4399	None
g1727	None	1104
g1728	1104	2594
g1729	2594	298
g1730	298	3861
g1731	3861	1261
g1732	1261	4741
g1733	4741	None
g1734	None	4499
g1735	4499	18668
g1736	18668	99821
g1737	99821	1025
g1738	1025	205
g1739	205	82
g1740	82	735
g1741	735	786
g1742	786	450
g1743	450	171
g1744	171	272
g1745	272	179
g1746	179	591
g1747	591	None
g1748	None	2469
g1749	2469	5207
g1750	5207	600
g1751	600	93
g1752	93	481
g1753	481	350
g1754	350	1396
g1755	1396	248
g1756	248	3615
g1757	3615	298
g1758	298	184
g1759	184	279
g1760	279	1537
g1761	1537	339
g1762	339	132
g1763	132	240
g1764	240	473
g1765	473	72
g1766	72	495
g1767	148	1411
g1768	495	143
g1769	143	32
g1770	32	159
g1771	159	119
g1772	119	221
g1773	221	2017
g1774	2017	1018
g1775	1018	26
g1776	26	2507
g1777	2507	9182
g1778	9182	None
g1779	None	921
g1780	921	937
g1781	937	413
g1782	413	None
g1783	None	31
g1784	31	43094
g1785	43094	2037
g1786	2037	102
g1787	102	857
g1788	857	1867
g1789	1867	1783
g1790	1783	1076
g1791	1985	11589
g1792	1076	343
g1793	343	831
g1794	831	1290
g1795	1290	3799
g1796	3799	78
g1797	78	356
g1798	356	3923
g1799	3923	217
g1800	217	2803
g1801	2803	2056
g1802	2056	311
g1803	311	2323
g1804	2323	10246
g1805	10246	2920
g1806	2920	1155
g1807	1155	482
g1808	482	1336
g1809	1336	969
g1810	969	790
g1811	790	1513
g1812	1513	9472
g1813	9472	343
g1814	343	628
g1815	628	59
g1816	59	5370
g1817	5370	1756
g1818	1756	4387
g1819	4387	3231
g1820	3231	76
g1821	76	143
g1822	143	4414
g1823	4414	1248
g1824	1248	580
g1825	580	953
g1826	953	557
g1827	557	751
g1828	751	354
g1829	354	1413
g1830	1413	1004
g1831	1004	94
g1832	94	4194
g1833	4194	1953
g1834	1953	187
g1835	187	629
g1836	629	977
g1837	977	1012
g1838	9334	5049
g1839	1012	360
g1840	360	1903
g1841	1903	1258
g1842	1258	707
g1843	707	3795
g1844	3795	1302
g1845	1302	606
g1846	606	None
g1847	None	1589
g1848	1589	None
g1849	None	32785
g1850	32785	38
g1851	38	789
g1852	789	7787
g1853	7787	7015
g1854	7015	3768
g1855	3768	4567
g1856	4567	2228
g1857	2228	1212
g1858	1212	178
g1859	178	5454
g1860	5454	3123
g1861	3123	1782
g1862	1782	652
g1863	652	841
g1864	841	496
g1865	496	1973
g1866	1973	715
g1867	715	651
g1868	651	966
g1869	966	2105
g1870	2105	2374
g1871	2374	157
g1872	157	2030
g1873	2030	3783
g1874	3783	786
g1875	786	3138
g1876	3138	9404
g1877	9404	149
g1878	149	2298
g1879	2298	157
g1880	157	41812
g1881	41812	31149
g1882	31149	466
g1883	466	556
g1884	556	None
g1885	None	3070
g1886	3070	52
g1887	52	271
g1888	271	None
g1889	None	980
g1890	980	1368
g1891	1368	99
g1892	99	14368
g1893	822	14238
g1894	14238	None
g1895	None	308
g1896	308	2354
g1897	2354	476
g1898	476	292
g1899	292	799
g1900	799	1588
g1901	1588	2278
g1902	2278	2322
g1903	2322	12011
g1904	12011	9747
g1905	9747	4719
g1906	4719	867
g1907	867	10190
g1908	10190	1546
g1909	1546	292
g1910	292	232
g1911	232	82
g1912	82	292
g1913	292	1295
g1914	1295	3965
g1915	3965	8161
g1916	8161	1960
g1917	1960	9491
g1918	9491	46
g1919	12890	2907
g1920	46	2927
g1921	2907	3093
g1922	3093	3004
g1923	3004	2147
g1924	2147	403
g1925	403	4147
g1926	4147	251
g1927	251	188
g1928	188	1770
g1929	1770	2825
g1930	2825	2843
g1931	2843	1908
g1932	1908	649
g1933	649	4707
g1934	4707	838
g1935	838	246
g1936	246	400
g1937	400	517
g1938	517	813
g1939	813	3198
g1940	3198	1049
g1941	1049	6207
g1942	6207	149
g1943	149	5323
g1944	5323	1829
g1945	1829	1159
g1946	1159	236
g1947	236	2913
g1948	2913	2824
g1949	2824	580
g1950	580	1236
g1951	1236	1398
g1952	1398	2410
g1953	2410	1960
g1954	1960	1188
g1955	1188	1548
g1956	1548	1422
g1957	1422	104559
g1958	104559	None
g1959	None	8338
g1960	8338	952
g1961	952	2998
g1962	2998	103
g1963	103	5206
g1964	5206	3340
g1965	3340	2075
g1966	2075	110
g1967	110	1708
g1968	1708	1381
g1969	1381	2480
g1970	2480	1662
g1971	1662	1517
g1972	1517	2163
g1973	2163	3018
g1974	3018	1810
g1975	1810	1465
g1976	1465	2978
g1977	2978	2785
g1978	2785	3725
g1979	3725	2279
g1980	2279	583
g1981	583	2440
g1982	2440	4502
g1983	4502	379
g1984	379	85
g1985	85	82
g1986	82	253
g1987	253	7124
g1988	7124	1968
g1989	1968	2116
g1990	2116	2963
g1991	2963	3338
g1992	3338	3885
g1993	3885	2895
g1994	2895	806
g1995	806	5578
g1996	5578	2309
g1997	2309	2071
g1998	2071	3932
g1999	3932	639
g2000	639	17571
g2001	17571	3694
g2002	3694	3825
g2003	3825	4243
g2004	4243	1608
g2005	1608	873
g2006	873	614
g2007	614	911
g2008	911	52
g2009	52	946
g2010	946	267
g2011	267	61
g2012	61	810
g2013	810	5221
g2014	5221	4796
g2015	4796	2236
g2016	2236	3253
g2017	3253	3998
g2018	3998	3322
g2019	3322	9107
g2020	9107	2251
g2021	2251	2924
g2022	2924	3989
g2023	3989	3284
g2024	3284	5430
g2025	5430	1560
g2026	1560	420
g2027	420	2438
g2028	2438	2899
g2029	2899	2466
g2030	2466	1815
g2031	1815	3466
g2032	3466	2129
g2033	2129	2223
g2034	2223	695
g2035	695	2223
g2036	2223	1899
g2037	1899	1458
g2038	1458	604
g2039	604	2002
g2040	2002	2822
g2041	2822	1462
g2042	1462	32
g2043	32	1421
g2044	1421	1816
g2045	1816	214
g2046	214	3449
g2047	3449	168
g2048	168	1491
g2049	1491	1614
g2050	1614	536
g2051	536	1421
g2052	1421	1349
g2053	1349	2310
g2054	2310	4624
g2055	4624	2376
g2056	2376	3729
g2057	3729	1196
g2058	1196	5386
g2059	5386	2308
g2060	2308	1899
g2061	1899	23644
g2062	23644	30
g2063	30	775
g2064	775	3749
g2065	3749	21
g2066	21	1422
g2067	1422	2264
g2068	2264	1865
g2069	1865	1987
g2070	1987	460
g2071	460	6220
g2072	6220	3156
g2073	3156	155
g2074	155	3668
g2075	3668	238
g2076	238	153
g2077	153	3172
g2078	3172	3585
g2079	3585	2600
g2080	2600	352
g2081	352	1332
g2082	1332	5474
g2083	5474	1606
g2084	1606	1726
g2085	1726	4729
g2086	4729	1895
g2087	1895	3728
g2088	3728	1111
g2089	1111	2649
g2090	2649	2398
g2091	2398	5388
g2092	5388	2049
g2093	2049	1231
g2094	1231	5016
g2095	5016	1764
g2096	1764	68
g2097	68	4154
g2098	4154	1014
g2099	1014	7853
g2100	7853	593
g2101	593	639
g2102	639	5461
g2103	5461	41
g2104	41	858
g2105	858	1941
g2106	1941	3515
g2107	3515	4272
g2108	4272	400
g2109	400	1398
g2110	1398	1349
g2111	1349	12866
g2112	12866	3620
g2113	3620	2602
g2114	2602	2284
g2115	2284	3860
g2116	3860	2664
g2117	2664	893
g2118	893	386
g2119	386	200
g2120	200	4431
g2121	4431	932
g2122	932	2204
g2123	2204	2720
g2124	2720	1292
g2125	1292	945
g2126	945	2521
g2127	2521	4719
g2128	4719	4850
g2129	4850	1218
g2130	1218	2570
g2131	2570	4333
g2132	4333	4775
g2133	4775	1400
g2134	1400	3742
g2135	3742	3279
g2136	3279	669
g2137	669	1578
g2138	1578	1187
g2139	1187	706
g2140	706	1651
g2141	1651	3014
g2142	3014	176
g2143	176	4642
g2144	4642	1259
g2145	1259	288
g2146	288	1227
g2147	1227	428
g2148	428	167
g2149	167	1562
g2150	1562	1564
g2151	1564	2982
g2152	2982	122
g2153	122	1101
g2154	1101	97
g2155	97	992
g2156	992	497
g2157	497	75
g2158	75	2066
g2159	2066	218
g2160	218	476
g2161	476	1472
g2162	1472	246
g2163	246	5945
g2164	5945	635
g2165	635	1795
g2166	1795	482
g2167	482	1460
g2168	1460	3111
g2169	3111	1762
g2170	1762	566
g2171	566	3785
g2172	3785	1199
g2173	1199	608
g2174	608	29
g2175	29	1190
g2176	1190	662
g2177	662	2098
g2178	2098	1890
g2179	1890	3361
g2180	3361	1881
g2181	1881	3787
g2182	3787	1119
g2183	1119	1372
g2184	5504	4885
g2185	1372	2185
g2186	2185	1096
g2187	1096	5084
g2188	5084	1008
g2189	1008	925
g2190	925	568
g2191	568	483
g2192	483	62
g2193	62	3516
g2194	3516	3544
g2195	3544	512
g2196	512	61
g2197	61	1561
g2198	1561	2438
g2199	2438	138
g2200	138	1570
g2201	1570	2672
g2202	2672	890
g2203	890	4386
g2204	4386	348
g2205	348	1772
g2206	1772	2586
g2207	2586	330
g2208	330	1866
g2209	1866	1299
g2210	1299	9994
g2211	9994	797
g2212	797	6745
g2213	6745	1132
g2214	1132	3986
g2215	3986	5224
g2216	5224	2806
g2217	2806	1153
g2218	1153	849
g2219	849	9291
g2220	9291	4032
g2221	4032	1851
g2222	1851	1073
g2223	1073	6658
g2224	6658	483
g2225	483	659
g2226	659	348
g2227	348	1727
g2228	1727	1986
g2229	1986	377
g2230	377	144
g2231	144	2588
g2232	2588	37
g2233	37	69
g2234	69	2314
g2235	2314	1615
g2236	1615	5712
g2237	5712	983
g2238	983	903
g2239	903	1295
g2240	1295	725
g2241	725	25
g2242	25	3510
g2243	3510	22
g2244	22	6153
g2245	6153	1312
g2246	1312	9411
g2247	9411	22
g2248	22	5222
g2249	5222	671
g2250	671	134
g2251	134	15661
g2252	15661	788
g2253	18921	1176
g2254	788	755
g2255	755	385
g2256	385	440
g2257	440	None
g2258	None	985
g2259	985	89
g2260	89	318
g2261	318	1151
g2262	1151	1075
g2263	1075	4615
g2264	4615	910
g2265	910	255
g2266	255	3760
g2267	3760	507
g2268	507	897
g2269	897	3489
g2270	3489	269
g2271	269	183
g2272	183	316
g2273	316	3559
g2274	3559	7803
g2275	7803	9003
g2276	9003	2368
g2277	2368	5681
g2278	5681	2365
g2279	2365	58
g2280	58	7963
g2281	7963	1092
g2282	1092	1626
g2283	1626	270
g2284	270	3844
g2285	3844	3304
g2286	3304	20685
g2287	20685	2360
g2288	2360	2016
g2289	2016	223
g2290	223	829
g2291	829	2269
g2292	2269	2276
g2293	2276	3088
g2294	3088	3638
g2295	3638	1310
g2296	1310	1098
g2297	1098	598
g2298	598	2189
g2299	2189	467
g2300	467	896
g2301	896	2013
g2302	2013	880
g2303	880	2193
g2304	2193	1815
g2305	1815	3645
g2306	3645	2009
g2307	2009	530
g2308	530	1413
g2309	1413	521
g2310	521	3693
g2311	3693	285
g2312	285	811
g2313	811	598
g2314	598	955
g2315	955	138
g2316	138	1807
g2317	1807	543
g2318	543	14769
g2319	14769	545
g2320	545	1070
g2321	1070	539
g2322	539	4275
g2323	4275	26064
g2324	26064	5031
g2325	5031	4249
g2326	4249	2577
g2327	2577	249
g2328	249	1144
g2329	1144	7451
g2330	7451	2185
g2331	2185	220
g2332	220	2394
g2333	2394	4277
g2334	4277	2975
g2335	2975	4082
g2336	4082	2718
g2337	2718	1232
g2338	1232	1972
g2339	1972	2214
g2340	2214	82
g2341	82	5727
g2342	5727	7796
g2343	7796	104
g2344	104	85
g2345	85	2191
g2346	2191	3349
g2347	3349	68
g2348	68	56
g2349	56	3397
g2350	3397	4096
g2351	4096	6499
g2352	6499	7485
g2353	7485	4120
g2354	4120	3760
g2355	3760	994
g2356	994	3695
g2357	3695	513
g2358	513	None
g2359	None	50
g2360	50	2215
g2361	2215	1409
g2362	1409	1363
g2363	1363	2708
g2364	2708	753
g2365	753	1502
g2366	1502	18029
g2367	18029	282
g2368	282	2285
g2369	2285	1656
g2370	1656	1565
g2371	3311	3470
g2372	1565	1438
g2373	1438	419
g2374	1457	2041
g2375	419	170
g2376	170	2185
g2377	2185	636
g2378	636	955
g2379	955	1726
g2380	1726	857
g2381	857	3700
g2382	3700	466
g2383	466	338
g2384	338	1817
g2385	1817	314
g2386	314	387
g2387	387	407
g2388	407	971
g2389	971	676
g2390	676	296
g2391	296	776
g2392	776	6277
g2393	6277	829
g2394	829	1126
g2395	1126	1883
g2396	1883	3195
g2397	3195	829
g2398	829	1570
g2399	1570	1677
g2400	1677	231
g2401	231	2523
g2402	2523	1891
g2403	1891	590
g2404	590	228
g2405	228	2745
g2406	2745	1235
g2407	1235	50
g2408	50	583
g2409	583	197
g2410	197	76
g2411	76	228
g2412	228	1094
g2413	1094	584
g2414	584	345
g2415	345	309
g2416	309	3404
g2417	3404	441
g2418	3442	3265
g2419	441	1576
g2420	1576	None
g2421	None	166
g2422	166	79
g2423	79	1354
g2424	1354	342
g2425	342	4800
g2426	4800	1259
g2427	1259	2810
g2428	2810	414
g2429	414	510
g2430	510	2078
g2431	2078	2318
g2432	2318	475
g2433	475	28
g2434	28	126
g2435	126	119
g2436	119	808
g2437	808	3076
g2438	3076	948
g2439	948	644
g2440	644	4428
g2441	4428	434
g2442	434	556
g2443	556	168
g2444	168	155
g2445	155	2407
g2446	2407	3034
g2447	3034	1705
g2448	1705	204
g2449	204	103
g2450	103	236
g2451	236	229
g2452	229	35
g2453	35	1967
g2454	1967	168
g2455	168	171
g2456	171	98
g2457	98	988
g2458	988	197
g2459	197	4012
g2460	4012	1232
g2461	1232	143
g2462	143	598
g2463	598	244
g2464	244	778
g2465	778	1004
g2466	1004	1217
g2467	1217	799
g2468	799	2376
g2469	2376	705
g2470	705	157
g2471	157	154
g2472	154	803
g2473	803	533
g2474	533	185
g2475	185	994
g2476	994	942
g2477	942	510
g2478	510	102
g2479	102	3062
g2480	3062	8312
g2481	8312	5342
g2482	5342	321
g2483	321	3595
g2484	3595	9717
g2485	9717	3301
g2486	3301	6431
g2487	6431	2807
g2488	2807	416
g2489	416	13374
g2490	13374	210
g2491	210	828
g2492	828	216
g2493	216	36
g2494	36	2786
g2495	2786	1131
g2496	1131	677
g2497	677	7355
g2498	7355	281
g2499	281	32
g2500	32	4601
g2501	4601	2354
g2502	2354	2272
g2503	2272	1158
g2504	1158	541
g2505	541	2825
g2506	2825	2547
g2507	2547	73
g2508	73	2695
g2509	2695	62
g2510	62	162
g2511	162	74
g2512	74	7685
g2513	7685	13419
g2514	16038	9038
g2515	9038	None
g2516	None	124
g2517	124	80
g2518	80	296
g2519	296	439
g2520	439	636
g2521	636	538
g2522	538	737
g2523	737	251
g2524	251	619
g2525	619	567
g2526	567	739
g2527	739	298
g2528	298	769
g2529	769	231
g2530	231	630
g2531	630	188
g2532	188	413
g2533	413	647
g2534	647	149
g2535	149	23
g2536	23	2493
g2537	2493	312
g2538	312	1973
g2539	1973	122
g2540	122	703
g2541	703	38
g2542	38	358
g2543	358	798
g2544	798	1929
g2545	1929	500
g2546	500	892
g2547	892	605
g2548	605	198
g2549	198	164
g2550	164	1002
g2551	1002	585
g2552	585	186
g2553	186	473
g2554	473	266
g2555	266	465
g2556	465	142
g2557	142	510
g2558	510	709
g2559	709	1102
g2560	1102	461
g2561	461	216
g2562	216	1216
g2563	1216	156
g2564	156	597
g2565	597	248
g2566	248	360
g2567	360	765
g2568	765	245
g2569	245	156
g2570	156	744
g2571	744	34
g2572	34	159
g2573	159	854
g2574	854	422
g2575	422	211
g2576	211	1009
g2577	1009	None
g2578	None	664
g2579	664	255
g2580	255	3760
g2581	3760	689
g2582	689	4090
g2583	4090	462
g2584	462	110
g2585	110	583
g2586	583	773
g2587	773	6071
g2588	6071	1125
g2589	1125	240
g2590	240	229
g2591	229	206
g2592	206	222
g2593	222	164
g2594	164	1535
g2595	1535	953
g2596	953	1467
g2597	1467	909
g2598	909	2159
g2599	2159	2134
g2600	2134	468
g2601	468	207
g2602	207	1605
g2603	1605	436
g2604	436	70
g2605	70	399
g2606	399	793
g2607	793	214
g2608	214	448
g2609	448	182
g2610	182	693
g2611	693	1162
g2612	1162	20
g2613	20	207
g2614	207	320
g2615	320	56
g2616	56	121
g2617	121	762
g2618	762	276
g2619	276	526
g2620	526	354
g2621	354	960
g2622	960	436
g2623	436	774
g2624	774	373
g2625	373	93
g2626	93	221
g2627	221	362
g2628	362	399
g2629	399	29
g2630	29	719
g2631	719	751
g2632	751	389
g2633	389	87
g2634	87	78
g2635	78	501
g2636	501	484
g2637	484	621
g2638	621	278
g2639	278	72
g2640	72	318
g2641	318	46
g2642	46	44
g2643	44	190
g2644	190	2576
g2645	2576	253
g2646	253	520
g2647	520	1899
g2648	1899	1979
g2649	1979	616
g2650	616	145
g2651	145	636
g2652	636	296
g2653	296	5320
g2654	5320	1424
g2655	1424	1182
g2656	1182	1301
g2657	1301	73
g2658	73	810
g2659	810	703
g2660	703	4507
g2661	4507	178
g2662	178	2881
g2663	2881	457
g2664	457	400
g2665	400	530
g2666	530	342
g2667	342	439
g2668	439	175
g2669	175	402
g2670	402	727
g2671	727	153
g2672	153	48
g2673	48	319
g2674	319	210
g2675	210	1221
g2676	1221	141
g2677	141	781
g2678	781	2235
g2679	2235	29
g2680	29	218
g2681	218	426
g2682	426	578
g2683	578	187
g2684	187	236
g2685	236	233
g2686	233	544
g2687	544	333
g2688	333	637
g2689	637	441
g2690	441	1719
g2691	1719	252
g2692	252	3334
g2693	3334	1041
g2694	1041	1116
g2695	1116	538
g2696	538	685
g2697	685	735
g2698	735	320
g2699	320	777
g2700	777	217
g2701	217	683
g2702	683	2028
g2703	2028	281
g2704	281	498
g2705	498	637
g2706	637	709
g2707	709	158
g2708	158	263
g2709	263	932
g2710	932	310
g2711	310	106
g2712	106	161
g2713	161	417
g2714	417	2525
g2715	2525	205
g2716	205	55
g2717	2399	3631
g2718	55	867
g2719	867	656
g2720	656	1304
g2721	1304	137
g2722	137	65
g2723	65	67
g2724	67	1292
g2725	1292	3284
g2726	3284	303
g2727	303	2231
g2728	2231	268
g2729	268	216
g2730	216	393
g2731	393	1063
g2732	1063	52
g2733	52	103
g2734	103	1219
g2735	1219	178
g2736	178	954
g2737	954	415
g2738	415	50
g2739	50	164
g2740	164	239
g2741	239	777
g2742	777	334
g2743	334	86
g2744	86	43
g2745	43	403
g2746	403	384
g2747	384	288
g2748	288	240
g2749	240	264
g2750	264	125
g2751	125	435
g2752	435	354
g2753	354	421
g2754	421	176
g2755	176	1008
g2756	1008	918
g2757	918	176
g2758	176	730
g2759	730	197
g2760	197	238
g2761	238	369
g2762	369	600
g2763	600	188
g2764	188	23
g2765	23	823
g2766	823	444
g2767	444	2165
g2768	2165	849
g2769	849	1478
g2770	1478	304
g2771	304	1832
g2772	1832	302
g2773	302	48
g2774	48	72
g2775	72	327
g2776	327	443
g2777	443	801
g2778	801	216
g2779	216	64
g2780	64	1023
g2781	1023	301
g2782	301	830
g2783	830	38
g2784	38	363
g2785	363	49
g2786	49	146
g2787	146	5745
g2788	5745	504
g2789	504	502
g2790	502	2451
g2791	2451	87
g2792	87	1145
g2793	1145	402
g2794	402	1823
g2795	1823	1565
g2796	3898	6613
g2797	1565	3197
g2798	3197	1355
g2799	1355	103
g2800	103	811
g2801	811	164
g2802	164	781
g2803	8045	12842
g2804	781	127
g2805	127	65
g2806	65	55
g2807	55	1073
g2808	1073	1148
g2809	1148	2868
g2810	2868	404
g2811	404	164
g2812	164	581
g2813	581	720
g2814	720	1309
g2815	1309	103
g2816	103	1439
g2817	1439	3619
g2818	3619	488
g2819	488	1322
g2820	1322	399
g2821	399	328
g2822	328	661
g2823	661	851
g2824	851	300
g2825	300	226
g2826	226	335
g2827	335	251
g2828	251	334
g2829	334	1040
g2830	1040	333
g2831	333	344
g2832	344	273
g2833	273	773
g2834	773	47
g2835	47	207
g2836	207	2196
g2837	2196	789
g2838	789	3133
g2839	3133	23
g2840	23	712
g2841	712	296
g2842	296	29
g2843	29	64
g2844	64	985
g2845	985	2208
g2846	2208	690
g2847	690	389
g2848	389	139
g2849	139	347
g2850	347	550
g2851	550	1900
g2852	1900	22
g2853	22	67
g2854	67	488
g2855	488	174
g2856	174	527
g2857	527	702
g2858	702	793
g2859	793	196
g2860	196	545
g2861	545	786
g2862	786	946
g2863	946	341
g2864	341	56
g2865	56	140
g2866	140	1585
g2867	1585	1881
g2868	1881	3994
g2869	3994	1748
g2870	1748	641
g2871	641	1658
g2872	1658	356
g2873	356	278
g2874	278	581
g2875	581	736
g2876	736	505
g2877	505	491
g2878	491	728
g2879	728	860
g2880	860	759
g2881	759	537
g2882	537	213
g2883	213	223
g2884	223	180
g2885	180	224
g2886	224	578
g2887	578	477
g2888	477	216
g2889	216	679
g2890	679	30
g2891	30	981
g2892	981	1293
g2893	1293	848
g2894	848	1172
g2895	1172	460
g2896	460	192
g2897	192	206
g2898	206	248
g2899	248	85
g2900	85	3137
g2901	3137	2671
g2902	2671	4003
g2903	4003	1150
g2904	1150	2310
g2905	2310	688
g2906	688	424
g2907	424	435
g2908	435	99
g2909	99	448
g2910	448	409
g2911	409	597
g2912	597	246
g2913	246	560
g2914	560	488
g2915	488	319
g2916	319	523
g2917	523	981
g2918	981	3774
g2919	3774	1594
g2920	1594	3070
g2921	3070	1067
g2922	1067	789
g2923	789	964
g2924	964	928
g2925	928	325
g2926	325	60
g2927	60	691
g2928	691	350
g2929	350	1064
g2930	1064	711
g2931	711	549
g2932	549	233
g2933	233	1559
g2934	1559	1536
g2935	1536	767
g2936	767	366
g2937	366	850
g2938	850	1435
g2939	1435	811
g2940	3196	687
g2941	687	131
g2942	131	533
g2943	533	670
g2944	670	936
g2945	936	370
g2946	370	4913
g2947	4913	1701
g2948	1701	2500
g2949	2500	201
g2950	201	154
g2951	154	376
g2952	376	1527
g2953	1527	279
g2954	279	212
g2955	212	289
g2956	289	513
g2957	513	795
g2958	795	437
g2959	437	1079
g2960	1079	752
g2961	752	924
g2962	924	244
g2963	244	258
g2964	258	472
g2965	472	455
g2966	455	1734
g2967	1734	2750
g2968	2750	91
g2969	91	952
g2970	952	84
g2971	84	1035
g2972	1035	221
g2973	221	3983
g2974	3983	1417
g2975	1417	252
g2976	252	523
g2977	523	1045
g2978	1045	1320
g2979	1320	604
g2980	604	533
g2981	533	787
g2982	787	2666
g2983	2666	3629
g2984	3629	886
g2985	886	824
g2986	824	645
g2987	645	2536
g2988	2536	496
g2989	496	371
g2990	371	4926
g2991	4926	2923
g2992	2923	1268
g2993	1268	127
g2994	127	1243
g2995	1243	3407
g2996	3407	305
g2997	305	647
g2998	647	429
g2999	429	490
g3000	490	569
g3001	569	4222
g3002	4222	2734
g3003	2734	24
g3004	24	274
g3005	274	241
g3006	241	524
g3007	524	46
g3008	46	1038
g3009	1038	712
g3010	712	43
g3011	43	300
g3012	300	300
g3013	300	485
g3014	485	146
g3015	146	246
g3016	246	258
g3017	258	834
g3018	834	588
g3019	588	379
g3020	379	746
g3021	746	535
g3022	535	1193
g3023	1193	474
g3024	474	621
g3025	621	675
g3026	675	222
g3027	222	356
g3028	356	1013
g3029	1013	624
g3030	624	66
g3031	66	2717
g3032	2717	6600
g3033	6600	22
g3034	22	52
g3035	52	545
g3036	545	1163
g3037	1163	1096
g3038	1096	1575
g3039	1575	343
g3040	343	2637
g3041	2637	1321
g3042	1321	1925
g3043	1925	361
g3044	361	1476
g3045	1476	735
g3046	735	1662
g3047	1662	2338
g3048	2338	1925
g3049	1925	680
g3050	680	788
g3051	788	1985
g3052	1985	4591
g3053	4591	844
g3054	844	2515
g3055	2515	5534
g3056	5534	384
g3057	384	6689
g3058	6689	1213
g3059	1213	608
g3060	608	1202
g3061	1202	1007
g3062	1007	565
g3063	565	355
g3064	355	443
g3065	443	1912
g3066	1912	328
g3067	328	819
g3068	819	1341
g3069	1341	423
g3070	423	1694
g3071	1694	825
g3072	825	6860
g3073	6860	1660
g3074	1660	934
g3075	934	259
g3076	259	513
g3077	513	766
g3078	766	378
g3079	378	1513
g3080	1513	1152
g3081	1152	1341
g3082	1341	10169
g3083	10169	870
g3084	870	303
g3085	303	675
g3086	675	328
g3087	328	851
g3088	851	760
g3089	760	1253
g3090	1253	603
g3091	603	1600
g3092	1600	616
g3093	616	200
g3094	200	383
g3095	383	531
g3096	531	762
g3097	762	41
g3098	41	46
g3099	46	1414
g3100	1414	2562
g3101	2562	3570
g3102	3570	1110
g3103	1110	10439
g3104	10439	184
g3105	184	1151
g3106	1151	2046
g3107	2046	324
g3108	324	1262
g3109	1262	366
g3110	366	467
